1/002 1 0 149 136,a pedestrian crosses the road      
10/030 0 50 199 151,a vehicle accelerately goes straight at non-signalized junctions      
10/030 0 43 192 151,a vehicle accelerately goes straight at non-signalized junctions      
10/030 0 17 166 151,a vehicle accelerately goes straight at non-signalized junctions      
10/030 0 28 177 151,a vehicle accelerately goes straight at non-signalized junctions      
10/030 0 13 162 151,a vehicle accelerately goes straight at non-signalized junctions      
10/030 0 10 159 151,a vehicle accelerately goes straight at non-signalized junctions      
10/030 0 5 154 151,a vehicle accelerately goes straight at non-signalized junctions      
10/030 0 27 176 151,a vehicle accelerately goes straight at non-signalized junctions      
10/030 0 6 155 151,a vehicle accelerately goes straight at non-signalized junctions      
10/030 0 16 165 151,a vehicle accelerately goes straight at non-signalized junctions      
10/030 0 29 178 151,a vehicle accelerately goes straight at non-signalized junctions      
10/030 0 44 193 151,a vehicle accelerately goes straight at non-signalized junctions      
10/030 0 47 196 151,a vehicle accelerately goes straight at non-signalized junctions      
10/030 0 21 170 151,a vehicle accelerately goes straight at non-signalized junctions      
10/030 0 30 179 151,a vehicle accelerately goes straight at non-signalized junctions      
10/030 0 33 182 151,a vehicle accelerately goes straight at non-signalized junctions      
10/030 0 37 186 151,a vehicle accelerately goes straight at non-signalized junctions      
10/030 0 48 197 151,a vehicle accelerately goes straight at non-signalized junctions      
10/030 0 2 151 151,a vehicle accelerately goes straight at non-signalized junctions      
10/030 0 10 159 151,a vehicle accelerately goes straight at non-signalized junctions      
10/030 0 12 161 151,a vehicle accelerately goes straight at non-signalized junctions      
10/031 1 73 222 218,a vehicle goes straight crossing paths at non-signalized junctions       
10/031 1 82 231 218,a vehicle goes straight crossing paths at non-signalized junctions       
10/031 1 94 243 218,a vehicle goes straight crossing paths at non-signalized junctions       
10/031 1 86 235 218,a vehicle goes straight crossing paths at non-signalized junctions       
10/031 1 69 218 218,a vehicle goes straight crossing paths at non-signalized junctions       
10/032 1 23 172 164,ego-car turns on a road      
10/032 1 16 165 164,ego-car turns on a road      
10/032 1 35 184 164,ego-car turns on a road      
10/032 1 36 185 164,ego-car turns on a road      
10/032 1 39 188 164,ego-car turns on a road      
10/033 1 99 248 232,ego-car goes straight in the blind spot area    
10/033 1 112 261 232,ego-car goes straight in the blind spot area    
10/033 1 97 246 232,ego-car goes straight in the blind spot area    
10/033 1 91 240 232,ego-car goes straight in the blind spot area    
10/033 1 107 256 232,ego-car goes straight in the blind spot area    
10/034 1 225 374 369,ego-car accelerately goes straight at non-signalized junctions       
10/034 1 233 382 369,ego-car accelerately goes straight at non-signalized junctions       
10/034 1 246 395 369,ego-car accelerately goes straight at non-signalized junctions       
10/034 1 231 380 369,ego-car accelerately goes straight at non-signalized junctions       
10/034 1 236 385 369,ego-car accelerately goes straight at non-signalized junctions       
10/034 0 32 181 151,ego-car accelerately goes straight at non-signalized junctions       
10/034 0 7 156 151,ego-car accelerately goes straight at non-signalized junctions       
10/034 0 16 165 151,ego-car accelerately goes straight at non-signalized junctions       
10/034 0 62 211 151,ego-car accelerately goes straight at non-signalized junctions       
10/034 0 42 191 151,ego-car accelerately goes straight at non-signalized junctions       
10/034 0 24 173 151,ego-car accelerately goes straight at non-signalized junctions       
10/034 0 6 155 151,ego-car accelerately goes straight at non-signalized junctions       
10/034 0 11 160 151,ego-car accelerately goes straight at non-signalized junctions       
10/034 0 66 215 151,ego-car accelerately goes straight at non-signalized junctions       
10/034 0 11 160 151,ego-car accelerately goes straight at non-signalized junctions       
10/034 0 15 164 151,ego-car accelerately goes straight at non-signalized junctions       
10/034 0 19 168 151,ego-car accelerately goes straight at non-signalized junctions       
10/034 0 20 169 151,ego-car accelerately goes straight at non-signalized junctions       
10/034 0 23 172 151,ego-car accelerately goes straight at non-signalized junctions       
10/034 0 27 176 151,ego-car accelerately goes straight at non-signalized junctions       
10/034 0 29 178 151,ego-car accelerately goes straight at non-signalized junctions       
10/034 0 33 182 151,ego-car accelerately goes straight at non-signalized junctions       
10/034 0 37 186 151,ego-car accelerately goes straight at non-signalized junctions       
10/034 0 40 189 151,ego-car accelerately goes straight at non-signalized junctions       
10/034 0 45 194 151,ego-car accelerately goes straight at non-signalized junctions       
10/034 0 56 205 151,ego-car accelerately goes straight at non-signalized junctions       
10/034 0 54 203 151,ego-car accelerately goes straight at non-signalized junctions       
10/035 1 0 149 128,ego-car accelerately goes straight at non-signalized junctions       
10/035 1 4 153 128,ego-car accelerately goes straight at non-signalized junctions       
10/036 1 158 307 279,ego-car passes through the blind corner of the underground park lot
10/036 1 144 293 279,ego-car passes through the blind corner of the underground park lot
10/036 1 141 290 279,ego-car passes through the blind corner of the underground park lot
10/036 1 131 280 279,ego-car passes through the blind corner of the underground park lot
10/036 1 132 281 279,ego-car passes through the blind corner of the underground park lot
10/037 1 109 258 238,a vehicle changes lanes with the same direction to ego-car    
10/037 1 118 267 238,a vehicle changes lanes with the same direction to ego-car    
10/037 1 107 256 238,a vehicle changes lanes with the same direction to ego-car    
10/037 1 116 265 238,a vehicle changes lanes with the same direction to ego-car    
10/037 1 91 240 238,a vehicle changes lanes with the same direction to ego-car    
10/038 1 52 201 197,a vehicle is out of control     
10/038 1 56 205 197,a vehicle is out of control     
10/038 1 60 209 197,a vehicle is out of control     
10/038 1 49 198 197,a vehicle is out of control     
10/038 1 64 213 197,a vehicle is out of control     
10/039 1 0 149 116,a vehicle runs red light        
10/040 1 21 170 165,ego-car turns right across path at non-signalized junctions        
10/040 1 20 169 165,ego-car turns right across path at non-signalized junctions        
10/040 1 33 182 165,ego-car turns right across path at non-signalized junctions        
10/040 1 17 166 165,ego-car turns right across path at non-signalized junctions        
10/040 1 19 168 165,ego-car turns right across path at non-signalized junctions        
10/041 1 204 353 326,ego-car turns left across path at non-signalized junctions        
10/041 1 181 330 326,ego-car turns left across path at non-signalized junctions        
10/041 1 190 339 326,ego-car turns left across path at non-signalized junctions        
10/041 1 188 337 326,ego-car turns left across path at non-signalized junctions        
10/041 1 177 326 326,ego-car turns left across path at non-signalized junctions        
10/041 0 25 174 151,ego-car turns left across path at non-signalized junctions        
10/041 0 20 169 151,ego-car turns left across path at non-signalized junctions        
10/041 0 7 156 151,ego-car turns left across path at non-signalized junctions        
10/041 0 8 157 151,ego-car turns left across path at non-signalized junctions        
10/041 0 15 164 151,ego-car turns left across path at non-signalized junctions        
10/041 0 12 161 151,ego-car turns left across path at non-signalized junctions        
10/041 0 16 165 151,ego-car turns left across path at non-signalized junctions        
10/041 0 17 166 151,ego-car turns left across path at non-signalized junctions        
10/041 0 14 163 151,ego-car turns left across path at non-signalized junctions        
10/041 0 2 151 151,ego-car turns left across path at non-signalized junctions        
10/041 0 6 155 151,ego-car turns left across path at non-signalized junctions        
10/041 0 21 170 151,ego-car turns left across path at non-signalized junctions        
10/041 0 23 172 151,ego-car turns left across path at non-signalized junctions        
10/041 0 4 153 151,ego-car turns left across path at non-signalized junctions        
10/042 1 95 244 242,ego-car goes straight crossing paths at non-signalized junctions         
10/042 1 107 256 242,ego-car goes straight crossing paths at non-signalized junctions         
10/042 1 120 269 242,ego-car goes straight crossing paths at non-signalized junctions         
10/042 1 101 250 242,ego-car goes straight crossing paths at non-signalized junctions         
10/042 1 100 249 242,ego-car goes straight crossing paths at non-signalized junctions         
10/044 1 152 301 287,ego-car turns left across path at non-signalized junctions        
10/044 1 153 302 287,ego-car turns left across path at non-signalized junctions        
10/044 1 165 314 287,ego-car turns left across path at non-signalized junctions        
10/044 1 139 288 287,ego-car turns left across path at non-signalized junctions        
10/044 1 150 299 287,ego-car turns left across path at non-signalized junctions        
10/045 1 114 263 234,ego-car turns left across path at non-signalized junctions        
10/045 1 92 241 234,ego-car turns left across path at non-signalized junctions        
10/045 1 94 243 234,ego-car turns left across path at non-signalized junctions        
10/045 1 113 262 234,ego-car turns left across path at non-signalized junctions        
10/045 1 108 257 234,ego-car turns left across path at non-signalized junctions        
10/046 1 66 215 189,ego-car goes straight crossing paths at non-signalized junctions         
10/046 1 45 194 189,ego-car goes straight crossing paths at non-signalized junctions         
10/046 1 60 209 189,ego-car goes straight crossing paths at non-signalized junctions         
10/046 1 49 198 189,ego-car goes straight crossing paths at non-signalized junctions         
10/046 1 62 211 189,ego-car goes straight crossing paths at non-signalized junctions         
10/047 1 96 245 235,ego-car accelerately goes straight at non-signalized junctions       
10/047 1 91 240 235,ego-car accelerately goes straight at non-signalized junctions       
10/047 1 94 243 235,ego-car accelerately goes straight at non-signalized junctions       
10/047 1 105 254 235,ego-car accelerately goes straight at non-signalized junctions       
10/047 1 104 253 235,ego-car accelerately goes straight at non-signalized junctions       
10/048 1 38 187 179,ego-car turns left across path at non-signalized junctions        
10/048 1 46 195 179,ego-car turns left across path at non-signalized junctions        
10/048 1 54 203 179,ego-car turns left across path at non-signalized junctions        
10/048 1 45 194 179,ego-car turns left across path at non-signalized junctions        
10/048 1 53 202 179,ego-car turns left across path at non-signalized junctions        
10/050 1 12 161 153,ego-car turns left across path at non-signalized junctions        
10/050 1 28 177 153,ego-car turns left across path at non-signalized junctions        
10/050 1 27 176 153,ego-car turns left across path at non-signalized junctions        
10/050 1 23 172 153,ego-car turns left across path at non-signalized junctions        
10/050 1 14 163 153,ego-car turns left across path at non-signalized junctions        
11/001 1 0 149 86,lead vehicle stops          
11/002 1 69 218 204,vehicles meet on the road      
11/002 1 75 224 204,vehicles meet on the road      
11/002 1 82 231 204,vehicles meet on the road      
11/002 1 71 220 204,vehicles meet on the road      
11/002 1 63 212 204,vehicles meet on the road      
11/003 1 208 357 334,a vehicle backes up into ego-car       
11/003 1 192 341 334,a vehicle backes up into ego-car       
11/003 1 199 348 334,a vehicle backes up into ego-car       
11/003 1 211 360 334,a vehicle backes up into ego-car       
11/003 1 196 345 334,a vehicle backes up into ego-car       
11/003 0 12 161 151,a vehicle backes up into ego-car       
11/003 0 16 165 151,a vehicle backes up into ego-car       
11/003 0 21 170 151,a vehicle backes up into ego-car       
11/003 0 8 157 151,a vehicle backes up into ego-car       
11/003 0 32 181 151,a vehicle backes up into ego-car       
11/003 0 11 160 151,a vehicle backes up into ego-car       
11/003 0 6 155 151,a vehicle backes up into ego-car       
11/003 0 38 187 151,a vehicle backes up into ego-car       
11/003 0 33 182 151,a vehicle backes up into ego-car       
